cluster;nbAircraft;uncertainty;clusterId;iterations;rdOff1;rdOff2;InitialConfigurationCost;AlgorithmConfigurationCost;ConfigurationsDistance
cluster_15ac_3err_8;15;3;8;3;7;8;55;75;16;
cluster_15ac_3err_8;15;3;8;4;7;3;55;175;33;
cluster_15ac_3err_8;15;3;8;1;8;7;55;137;25;
cluster_15ac_3err_8;15;3;8;0;10;11;55;2550;19;
cluster_15ac_3err_8;15;3;8;1;10;14;55;59;5;
cluster_15ac_3err_8;15;3;8;2;10;12;55;61;6;
cluster_15ac_3err_8;15;3;8;3;10;11;55;2538;9;
cluster_15ac_3err_8;15;3;8;4;10;9;55;64;6;
cluster_15ac_3err_8;15;3;8;0;11;13;55;2537;4;
cluster_15ac_3err_8;15;3;8;1;11;6;55;90;28;
cluster_15ac_3err_8;15;3;8;2;11;1;55;2532;12;
cluster_15ac_3err_8;15;3;8;3;11;9;55;2537;4;
cluster_15ac_3err_8;15;3;8;4;11;8;55;84;32;
cluster_15ac_3err_8;15;3;8;2;12;10;55;74;7;
cluster_15ac_3err_8;15;3;8;4;12;11;55;124;25;
cluster_15ac_3err_8;15;3;8;0;13;10;55;67;6;
cluster_15ac_3err_8;15;3;8;0;14;11;55;2537;4;
cluster_15ac_3err_8;15;3;8;3;14;7;55;115;24;
cluster_15ac_3err_9;15;3;9;0;0;5;257;7701;56;
cluster_15ac_3err_9;15;3;9;1;0;10;257;10165;57;
cluster_15ac_3err_9;15;3;9;2;0;3;257;5193;48;
cluster_15ac_3err_9;15;3;9;3;0;4;257;7681;48;
cluster_15ac_3err_9;15;3;9;4;0;5;257;7677;54;
cluster_15ac_3err_9;15;3;9;0;1;4;257;7714;9;
cluster_15ac_3err_9;15;3;9;1;1;8;257;10160;55;
cluster_15ac_3err_9;15;3;9;2;1;2;257;5170;47;
cluster_15ac_3err_9;15;3;9;3;1;4;257;7714;9;
cluster_15ac_3err_9;15;3;9;4;1;2;257;10149;60;
cluster_15ac_3err_9;15;3;9;0;2;8;257;7684;49;
cluster_15ac_3err_9;15;3;9;1;2;5;257;2767;52;
cluster_15ac_3err_9;15;3;9;2;2;13;257;2703;41;
cluster_15ac_3err_9;15;3;9;3;2;12;257;2771;51;
cluster_15ac_3err_9;15;3;9;4;2;6;257;5166;47;
cluster_15ac_3err_9;15;3;9;2;3;1;257;2732;5;
cluster_15ac_3err_9;15;3;9;3;3;8;257;7716;6;
cluster_15ac_3err_9;15;3;9;4;3;2;257;5205;46;
cluster_15ac_3err_9;15;3;9;0;4;12;257;7632;49;
cluster_15ac_3err_9;15;3;9;1;4;0;257;10131;49;
cluster_15ac_3err_9;15;3;9;2;4;8;257;10257;55;
cluster_15ac_3err_9;15;3;9;3;4;2;257;5127;44;
cluster_15ac_3err_9;15;3;9;4;4;8;257;7689;53;
cluster_15ac_3err_9;15;3;9;0;5;11;257;2717;47;
cluster_15ac_3err_9;15;3;9;1;5;11;257;5178;43;
cluster_15ac_3err_9;15;3;9;2;5;8;257;5222;58;
cluster_15ac_3err_9;15;3;9;3;5;12;257;2822;59;
cluster_15ac_3err_9;15;3;9;4;5;11;257;2734;55;
cluster_15ac_3err_9;15;3;9;0;6;4;257;7677;61;
cluster_15ac_3err_9;15;3;9;1;6;10;257;5178;56;
cluster_15ac_3err_9;15;3;9;2;6;1;257;5200;13;
cluster_15ac_3err_9;15;3;9;3;6;2;257;5173;57;
cluster_15ac_3err_9;15;3;9;4;6;12;257;5159;54;
cluster_15ac_3err_9;15;3;9;0;7;6;257;2725;8;
cluster_15ac_3err_9;15;3;9;3;7;8;257;7705;59;
cluster_15ac_3err_9;15;3;9;0;8;13;257;7635;47;
cluster_15ac_3err_9;15;3;9;1;8;6;257;7690;46;
cluster_15ac_3err_9;15;3;9;2;8;6;257;10118;48;
cluster_15ac_3err_9;15;3;9;3;8;13;257;7698;54;
cluster_15ac_3err_9;15;3;9;4;8;2;257;5313;67;
cluster_15ac_3err_9;15;3;9;0;9;6;257;2725;8;
cluster_15ac_3err_9;15;3;9;1;9;8;257;7716;6;
cluster_15ac_3err_9;15;3;9;2;9;5;257;2725;8;
cluster_15ac_3err_9;15;3;9;3;9;11;257;5189;51;
cluster_15ac_3err_9;15;3;9;4;9;0;257;5212;7;
cluster_15ac_3err_9;15;3;9;0;10;5;257;5252;55;
cluster_15ac_3err_9;15;3;9;1;10;8;257;7702;55;
cluster_15ac_3err_9;15;3;9;2;10;11;257;5203;58;
cluster_15ac_3err_9;15;3;9;3;10;5;257;7675;54;
cluster_15ac_3err_9;15;3;9;4;10;2;257;7616;46;
cluster_15ac_3err_9;15;3;9;0;11;3;257;7675;51;
cluster_15ac_3err_9;15;3;9;1;11;9;257;5164;44;
cluster_15ac_3err_9;15;3;9;2;11;13;257;5194;53;
cluster_15ac_3err_9;15;3;9;3;11;6;257;5170;45;
cluster_15ac_3err_9;15;3;9;4;11;5;257;5227;56;
cluster_15ac_3err_9;15;3;9;0;12;5;257;2742;58;
cluster_15ac_3err_9;15;3;9;1;12;3;257;2752;2;
cluster_15ac_3err_9;15;3;9;2;12;9;257;2752;2;
cluster_15ac_3err_9;15;3;9;3;12;7;257;2705;45;
cluster_15ac_3err_9;15;3;9;4;12;2;257;5167;48;
cluster_15ac_3err_9;15;3;9;0;13;1;257;2732;5;
cluster_15ac_3err_9;15;3;9;1;13;6;257;2710;37;
cluster_15ac_3err_9;15;3;9;2;13;2;257;5149;40;
cluster_15ac_3err_9;15;3;9;3;13;4;257;5239;4;
cluster_15ac_3err_9;15;3;9;0;14;12;257;2752;2;
cluster_15ac_3err_9;15;3;9;1;14;8;257;7660;49;
cluster_15ac_3err_9;15;3;9;2;14;2;257;2722;43;
cluster_15ac_3err_9;15;3;9;4;14;10;257;2763;52;
cluster_20ac_1err_0;20;1;0;0;0;1;196;5232;21;
cluster_20ac_1err_0;20;1;0;1;0;11;196;5364;55;
cluster_20ac_1err_0;20;1;0;2;0;7;196;2863;44;
cluster_20ac_1err_0;20;1;0;3;0;1;196;10177;4;
cluster_20ac_1err_0;20;1;0;4;0;3;196;2679;4;
cluster_20ac_1err_0;20;1;0;0;1;13;196;5315;60;
cluster_20ac_1err_0;20;1;0;1;1;2;196;2878;72;
cluster_20ac_1err_0;20;1;0;2;1;13;196;10177;4;
cluster_20ac_1err_0;20;1;0;3;1;12;196;20143;10;
cluster_20ac_1err_0;20;1;0;4;1;6;196;10177;4;
cluster_20ac_1err_0;20;1;0;0;2;7;196;5345;76;
cluster_20ac_1err_0;20;1;0;1;2;1;196;5266;59;
cluster_20ac_1err_0;20;1;0;2;2;9;196;275;39;
cluster_20ac_1err_0;20;1;0;3;2;3;196;297;42;
cluster_20ac_1err_0;20;1;0;4;2;9;196;340;56;
cluster_20ac_1err_0;20;1;0;0;3;6;196;307;59;
cluster_20ac_1err_0;20;1;0;1;3;13;196;361;47;
cluster_20ac_1err_0;20;1;0;2;3;0;196;2679;4;
cluster_20ac_1err_0;20;1;0;3;3;17;196;2794;56;
cluster_20ac_1err_0;20;1;0;4;3;11;196;321;58;
cluster_20ac_1err_0;20;1;0;0;4;9;196;2789;50;
cluster_20ac_1err_0;20;1;0;1;4;17;196;7665;7;
cluster_20ac_1err_0;20;1;0;2;4;9;196;5167;5;
cluster_20ac_1err_0;20;1;0;3;4;3;196;2815;66;
cluster_20ac_1err_0;20;1;0;4;4;13;196;2869;65;
cluster_20ac_1err_0;20;1;0;0;5;10;196;292;51;
cluster_20ac_1err_0;20;1;0;1;5;17;196;2861;52;
cluster_20ac_1err_0;20;1;0;2;5;17;196;2776;52;
cluster_20ac_1err_0;20;1;0;3;5;8;196;2866;53;
cluster_20ac_1err_0;20;1;0;4;5;6;196;362;54;
cluster_20ac_1err_0;20;1;0;0;6;4;196;5167;5;
cluster_20ac_1err_0;20;1;0;1;6;10;196;5167;5;
cluster_20ac_1err_0;20;1;0;3;6;5;196;356;66;
cluster_20ac_1err_0;20;1;0;4;6;16;196;5183;4;
cluster_20ac_1err_0;20;1;0;0;7;3;196;318;58;
cluster_20ac_1err_0;20;1;0;1;7;13;196;376;50;
cluster_20ac_1err_0;20;1;0;2;7;6;196;2690;12;
cluster_20ac_1err_0;20;1;0;3;7;5;196;2789;48;
cluster_20ac_1err_0;20;1;0;4;7;6;196;5184;3;
cluster_20ac_1err_0;20;1;0;0;8;5;196;2826;42;
cluster_20ac_1err_0;20;1;0;1;8;5;196;7780;52;
cluster_20ac_1err_0;20;1;0;4;8;1;196;10177;4;
cluster_20ac_1err_0;20;1;0;0;9;1;196;5313;56;
cluster_20ac_1err_0;20;1;0;2;9;12;196;10162;6;
cluster_20ac_1err_0;20;1;0;4;9;12;196;319;55;
cluster_20ac_1err_0;20;1;0;0;10;1;196;15148;10;
cluster_20ac_1err_0;20;1;0;1;10;16;196;356;62;
cluster_20ac_1err_0;20;1;0;2;10;4;196;10138;11;
cluster_20ac_1err_0;20;1;0;3;10;11;196;7741;64;
cluster_20ac_1err_0;20;1;0;4;10;8;196;343;48;
cluster_20ac_1err_0;20;1;0;0;11;9;196;10171;5;
cluster_20ac_1err_0;20;1;0;1;11;6;196;5294;55;
cluster_20ac_1err_0;20;1;0;2;11;10;196;15142;10;
cluster_20ac_1err_0;20;1;0;3;11;10;196;15142;10;
cluster_20ac_1err_0;20;1;0;4;11;2;196;2831;57;
cluster_20ac_1err_0;20;1;0;0;12;8;196;10162;6;
cluster_20ac_1err_0;20;1;0;1;12;2;196;5353;70;
cluster_20ac_1err_0;20;1;0;2;12;5;196;10212;56;
cluster_20ac_1err_0;20;1;0;3;12;16;196;10246;51;
cluster_20ac_1err_0;20;1;0;4;12;13;196;10162;6;
cluster_20ac_1err_0;20;1;0;1;13;1;196;5367;64;
cluster_20ac_1err_0;20;1;0;3;13;10;196;359;64;
cluster_20ac_1err_0;20;1;0;4;13;2;196;355;50;
cluster_20ac_1err_0;20;1;0;1;14;10;196;2823;66;
cluster_20ac_1err_0;20;1;0;2;14;11;196;356;60;
cluster_20ac_1err_0;20;1;0;4;14;18;196;2694;1;
cluster_20ac_1err_0;20;1;0;0;15;5;196;2863;63;
cluster_20ac_1err_0;20;1;0;1;15;10;196;2761;57;
cluster_20ac_1err_0;20;1;0;2;15;16;196;5183;4;
cluster_20ac_1err_0;20;1;0;3;15;7;196;346;54;
cluster_20ac_1err_0;20;1;0;4;15;16;196;5183;4;
cluster_20ac_1err_0;20;1;0;0;16;14;196;5183;4;
cluster_20ac_1err_0;20;1;0;1;16;10;196;7868;85;
cluster_20ac_1err_0;20;1;0;2;16;14;196;2761;50;
cluster_20ac_1err_0;20;1;0;3;16;13;196;422;60;
cluster_20ac_1err_0;20;1;0;4;16;18;196;2799;65;
cluster_20ac_1err_0;20;1;0;0;17;5;196;10229;51;
cluster_20ac_1err_0;20;1;0;1;17;5;196;12682;5;
cluster_20ac_1err_0;20;1;0;2;17;9;196;2694;1;
cluster_20ac_1err_0;20;1;0;3;17;19;196;2694;1;
cluster_20ac_1err_0;20;1;0;4;17;16;196;5361;71;
cluster_20ac_1err_0;20;1;0;0;18;9;196;2694;1;
cluster_20ac_1err_0;20;1;0;1;18;7;196;403;56;
cluster_20ac_1err_0;20;1;0;2;18;11;196;10270;47;
cluster_20ac_1err_0;20;1;0;3;18;2;196;5192;3;
cluster_20ac_1err_0;20;1;0;4;18;9;196;335;62;
cluster_20ac_1err_0;20;1;0;0;19;7;196;420;62;
cluster_20ac_1err_0;20;1;0;4;19;7;196;308;55;
cluster_20ac_1err_2;20;1;2;0;0;4;151;2644;4;
cluster_20ac_1err_2;20;1;2;1;0;5;151;2674;22;
cluster_20ac_1err_2;20;1;2;2;0;16;151;299;40;
cluster_20ac_1err_2;20;1;2;0;1;17;151;205;14;
cluster_20ac_1err_2;20;1;2;1;1;7;151;159;6;
cluster_20ac_1err_2;20;1;2;2;1;6;151;2679;20;
cluster_20ac_1err_2;20;1;2;3;1;16;151;278;40;
cluster_20ac_1err_2;20;1;2;4;1;7;151;213;17;
cluster_20ac_1err_2;20;1;2;0;2;18;151;2617;6;
cluster_20ac_1err_2;20;1;2;1;2;16;151;2761;50;
cluster_20ac_1err_2;20;1;2;2;2;13;151;241;44;
cluster_20ac_1err_2;20;1;2;3;2;18;151;205;35;
cluster_20ac_1err_2;20;1;2;4;2;9;151;250;41;
cluster_20ac_1err_2;20;1;2;1;3;2;151;2617;6;
cluster_20ac_1err_2;20;1;2;3;3;14;151;324;39;
cluster_20ac_1err_2;20;1;2;0;4;16;151;2795;49;
cluster_20ac_1err_2;20;1;2;1;4;7;151;2729;26;
cluster_20ac_1err_2;20;1;2;2;4;9;151;2874;57;
cluster_20ac_1err_2;20;1;2;3;4;17;151;2666;18;
cluster_20ac_1err_2;20;1;2;4;4;19;151;2647;5;
cluster_20ac_1err_2;20;1;2;0;5;4;151;5204;64;
cluster_20ac_1err_2;20;1;2;1;5;3;151;2708;35;
cluster_20ac_1err_2;20;1;2;2;5;1;151;2696;32;
cluster_20ac_1err_2;20;1;2;3;5;11;151;2654;26;
cluster_20ac_1err_2;20;1;2;4;5;6;151;2634;17;
cluster_20ac_1err_2;20;1;2;0;6;11;151;2666;24;
cluster_20ac_1err_2;20;1;2;1;6;5;151;2644;18;
cluster_20ac_1err_2;20;1;2;2;6;19;151;2630;5;
cluster_20ac_1err_2;20;1;2;3;6;5;151;2630;16;
cluster_20ac_1err_2;20;1;2;4;6;8;151;2630;5;
cluster_20ac_1err_2;20;1;2;1;7;4;151;2742;28;
cluster_20ac_1err_2;20;1;2;2;7;5;151;5123;14;
cluster_20ac_1err_2;20;1;2;3;7;5;151;5123;14;
cluster_20ac_1err_2;20;1;2;4;7;16;151;2685;32;
cluster_20ac_1err_2;20;1;2;1;8;11;151;168;9;
cluster_20ac_1err_2;20;1;2;3;8;6;151;2630;5;
cluster_20ac_1err_2;20;1;2;3;9;14;151;214;39;
cluster_20ac_1err_2;20;1;2;2;10;16;151;2663;30;
cluster_20ac_1err_2;20;1;2;3;10;5;151;5128;14;
cluster_20ac_1err_2;20;1;2;4;10;6;151;2630;5;
cluster_20ac_1err_2;20;1;2;0;11;15;151;2639;3;
cluster_20ac_1err_2;20;1;2;1;11;7;151;177;10;
cluster_20ac_1err_2;20;1;2;2;11;4;151;2675;17;
cluster_20ac_1err_2;20;1;2;3;11;1;151;215;21;
cluster_20ac_1err_2;20;1;2;4;11;1;151;271;32;
cluster_20ac_1err_2;20;1;2;1;12;13;151;252;39;
cluster_20ac_1err_2;20;1;2;2;12;4;151;2667;9;
cluster_20ac_1err_2;20;1;2;4;12;5;151;2666;20;
cluster_20ac_1err_2;20;1;2;0;13;19;151;262;32;
cluster_20ac_1err_2;20;1;2;1;13;8;151;226;25;
cluster_20ac_1err_2;20;1;2;2;13;19;151;256;34;
cluster_20ac_1err_2;20;1;2;3;13;12;151;196;20;
cluster_20ac_1err_2;20;1;2;4;13;10;151;314;40;
cluster_20ac_1err_2;20;1;2;0;14;12;151;285;41;
cluster_20ac_1err_2;20;1;2;1;14;4;151;5134;6;
cluster_20ac_1err_2;20;1;2;2;14;10;151;329;41;
cluster_20ac_1err_2;20;1;2;3;14;16;151;2817;58;
cluster_20ac_1err_2;20;1;2;4;14;4;151;5134;6;
cluster_20ac_1err_2;20;1;2;1;15;16;151;354;55;
cluster_20ac_1err_2;20;1;2;2;15;4;151;2647;5;
cluster_20ac_1err_2;20;1;2;4;15;6;151;2630;5;
cluster_20ac_1err_2;20;1;2;0;16;13;151;2784;57;
cluster_20ac_1err_2;20;1;2;1;16;4;151;5180;39;
cluster_20ac_1err_2;20;1;2;2;16;9;151;2721;22;
cluster_20ac_1err_2;20;1;2;3;16;0;151;2687;35;
cluster_20ac_1err_2;20;1;2;4;16;11;151;2684;38;
cluster_20ac_1err_2;20;1;2;0;17;14;151;2646;2;
cluster_20ac_1err_2;20;1;2;2;17;5;151;2647;19;
cluster_20ac_1err_2;20;1;2;3;17;6;151;2630;5;
cluster_20ac_1err_2;20;1;2;4;17;16;151;2643;7;
cluster_20ac_1err_2;20;1;2;1;18;1;151;165;7;
cluster_20ac_1err_2;20;1;2;2;18;6;151;2630;5;
cluster_20ac_1err_2;20;1;2;0;19;11;151;161;8;
cluster_20ac_1err_2;20;1;2;3;19;6;151;2630;5;
cluster_20ac_1err_3;20;1;3;1;0;8;200;2698;1;
cluster_20ac_1err_3;20;1;3;2;0;4;200;2716;11;
cluster_20ac_1err_3;20;1;3;3;0;11;200;2833;57;
cluster_20ac_1err_3;20;1;3;0;1;17;200;309;46;
cluster_20ac_1err_3;20;1;3;1;1;12;200;255;34;
cluster_20ac_1err_3;20;1;3;4;1;5;200;256;40;
cluster_20ac_1err_3;20;1;3;0;2;9;200;2724;36;
cluster_20ac_1err_3;20;1;3;1;2;10;200;192;13;
cluster_20ac_1err_3;20;1;3;2;2;9;200;2721;39;
cluster_20ac_1err_3;20;1;3;3;2;13;200;189;12;
cluster_20ac_1err_3;20;1;3;4;2;1;200;175;17;
cluster_20ac_1err_3;20;1;3;0;3;5;200;328;56;
cluster_20ac_1err_3;20;1;3;1;3;9;200;389;57;
cluster_20ac_1err_3;20;1;3;3;3;11;200;352;66;
cluster_20ac_1err_3;20;1;3;4;3;14;200;2712;13;
cluster_20ac_1err_3;20;1;3;0;4;19;200;256;48;
cluster_20ac_1err_3;20;1;3;1;4;17;200;381;72;
cluster_20ac_1err_3;20;1;3;2;4;10;200;343;61;
cluster_20ac_1err_3;20;1;3;3;4;17;200;310;66;
cluster_20ac_1err_3;20;1;3;4;4;11;200;319;63;
cluster_20ac_1err_3;20;1;3;0;5;2;200;246;40;
cluster_20ac_1err_3;20;1;3;1;5;16;200;335;57;
cluster_20ac_1err_3;20;1;3;2;5;7;200;375;66;
cluster_20ac_1err_3;20;1;3;3;5;7;200;314;51;
cluster_20ac_1err_3;20;1;3;4;5;10;200;314;39;
cluster_20ac_1err_3;20;1;3;0;6;11;200;2738;17;
cluster_20ac_1err_3;20;1;3;0;7;2;200;2773;45;
cluster_20ac_1err_3;20;1;3;1;7;9;200;315;54;
cluster_20ac_1err_3;20;1;3;2;7;1;200;282;39;
cluster_20ac_1err_3;20;1;3;3;7;19;200;339;42;
cluster_20ac_1err_3;20;1;3;4;7;18;200;319;48;
cluster_20ac_1err_3;20;1;3;0;8;5;200;5185;5;
cluster_20ac_1err_3;20;1;3;1;8;16;200;321;51;
cluster_20ac_1err_3;20;1;3;2;8;14;200;273;25;
cluster_20ac_1err_3;20;1;3;3;8;2;200;187;13;
cluster_20ac_1err_3;20;1;3;4;8;12;200;284;43;
cluster_20ac_1err_3;20;1;3;0;9;12;200;323;66;
cluster_20ac_1err_3;20;1;3;1;9;11;200;2744;55;
cluster_20ac_1err_3;20;1;3;2;9;3;200;2824;57;
cluster_20ac_1err_3;20;1;3;3;9;3;200;2801;48;
cluster_20ac_1err_3;20;1;3;4;9;2;200;311;51;
cluster_20ac_1err_3;20;1;3;0;10;9;200;2699;34;
cluster_20ac_1err_3;20;1;3;0;11;5;200;296;65;
cluster_20ac_1err_3;20;1;3;1;11;1;200;2718;20;
cluster_20ac_1err_3;20;1;3;2;11;14;200;319;60;
cluster_20ac_1err_3;20;1;3;3;11;10;200;2717;16;
cluster_20ac_1err_3;20;1;3;4;11;9;200;2841;67;
cluster_20ac_1err_3;20;1;3;0;12;18;200;267;40;
cluster_20ac_1err_3;20;1;3;1;12;13;200;232;33;
cluster_20ac_1err_3;20;1;3;2;12;5;200;269;46;
cluster_20ac_1err_3;20;1;3;3;12;18;200;320;43;
cluster_20ac_1err_3;20;1;3;4;12;14;200;285;38;
cluster_20ac_1err_3;20;1;3;0;13;5;200;293;52;
cluster_20ac_1err_3;20;1;3;1;13;7;200;241;37;
cluster_20ac_1err_3;20;1;3;2;13;12;200;223;33;
cluster_20ac_1err_3;20;1;3;3;13;9;200;399;68;
cluster_20ac_1err_3;20;1;3;4;13;2;200;202;18;
cluster_20ac_1err_3;20;1;3;0;14;18;200;247;34;
cluster_20ac_1err_3;20;1;3;1;14;8;200;256;21;
cluster_20ac_1err_3;20;1;3;2;14;19;200;229;31;
cluster_20ac_1err_3;20;1;3;3;14;12;200;198;29;
cluster_20ac_1err_3;20;1;3;4;14;11;200;389;78;
cluster_20ac_1err_3;20;1;3;0;15;16;200;278;40;
cluster_20ac_1err_3;20;1;3;1;15;7;200;247;39;
cluster_20ac_1err_3;20;1;3;2;15;11;200;363;43;
cluster_20ac_1err_3;20;1;3;0;16;15;200;223;5;
cluster_20ac_1err_3;20;1;3;1;16;5;200;304;50;
cluster_20ac_1err_3;20;1;3;2;16;0;200;214;4;
cluster_20ac_1err_3;20;1;3;3;16;6;200;211;4;
cluster_20ac_1err_3;20;1;3;4;16;11;200;295;56;
cluster_20ac_1err_3;20;1;3;0;17;3;200;319;58;
cluster_20ac_1err_3;20;1;3;1;17;9;200;362;69;
cluster_20ac_1err_3;20;1;3;2;17;2;200;273;44;
cluster_20ac_1err_3;20;1;3;3;17;11;200;437;81;
cluster_20ac_1err_3;20;1;3;4;17;1;200;360;60;
cluster_20ac_1err_3;20;1;3;1;18;8;200;204;4;
cluster_20ac_1err_3;20;1;3;2;18;16;200;285;40;
cluster_20ac_1err_3;20;1;3;4;18;16;200;227;33;
cluster_20ac_1err_3;20;1;3;0;19;9;200;2696;38;
cluster_20ac_1err_3;20;1;3;1;19;4;200;321;41;
cluster_20ac_1err_3;20;1;3;2;19;2;200;226;25;
cluster_20ac_1err_3;20;1;3;4;19;14;200;234;37;
cluster_20ac_1err_4;20;1;4;4;0;13;178;7660;4;
cluster_20ac_1err_4;20;1;4;1;1;14;178;5250;53;
cluster_20ac_1err_4;20;1;4;2;1;15;178;2670;3;
cluster_20ac_1err_4;20;1;4;3;1;2;178;7665;4;
cluster_20ac_1err_4;20;1;4;0;2;6;178;10136;9;
cluster_20ac_1err_4;20;1;4;1;2;16;178;10158;48;
cluster_20ac_1err_4;20;1;4;2;2;13;178;7641;53;
cluster_20ac_1err_4;20;1;4;3;2;3;178;7660;5;
cluster_20ac_1err_4;20;1;4;4;2;14;178;7730;58;
cluster_20ac_1err_4;20;1;4;0;3;11;178;264;43;
cluster_20ac_1err_4;20;1;4;1;3;15;178;273;24;
cluster_20ac_1err_4;20;1;4;2;3;16;178;2676;1;
cluster_20ac_1err_4;20;1;4;3;3;6;178;2669;8;
cluster_20ac_1err_4;20;1;4;0;4;12;178;5140;6;
cluster_20ac_1err_4;20;1;4;2;4;7;178;7661;4;
cluster_20ac_1err_4;20;1;4;4;4;17;178;2644;6;
cluster_20ac_1err_4;20;1;4;1;5;11;178;5167;3;
cluster_20ac_1err_4;20;1;4;3;5;10;178;2676;1;
cluster_20ac_1err_4;20;1;4;4;5;7;178;7661;4;
cluster_20ac_1err_4;20;1;4;0;6;1;178;5149;5;
cluster_20ac_1err_4;20;1;4;1;6;15;178;7641;8;
cluster_20ac_1err_4;20;1;4;2;6;9;178;220;41;
cluster_20ac_1err_4;20;1;4;3;6;8;178;5149;5;
cluster_20ac_1err_4;20;1;4;4;6;2;178;5200;27;
cluster_20ac_1err_4;20;1;4;0;7;11;178;10150;7;
cluster_20ac_1err_4;20;1;4;1;7;3;178;5218;43;
cluster_20ac_1err_4;20;1;4;2;7;0;178;7661;4;
cluster_20ac_1err_4;20;1;4;3;7;6;178;5191;33;
cluster_20ac_1err_4;20;1;4;4;7;5;178;7661;4;
cluster_20ac_1err_4;20;1;4;1;8;11;178;5167;3;
cluster_20ac_1err_4;20;1;4;3;8;16;178;2676;1;
cluster_20ac_1err_4;20;1;4;4;8;7;178;5248;54;
cluster_20ac_1err_4;20;1;4;2;9;2;178;5214;46;
cluster_20ac_1err_4;20;1;4;3;9;15;178;2670;3;
cluster_20ac_1err_4;20;1;4;4;9;11;178;5167;3;
cluster_20ac_1err_4;20;1;4;0;10;2;178;2733;46;
cluster_20ac_1err_4;20;1;4;1;10;16;178;5174;3;
cluster_20ac_1err_4;20;1;4;2;10;17;178;5142;7;
cluster_20ac_1err_4;20;1;4;3;10;5;178;2676;1;
cluster_20ac_1err_4;20;1;4;4;10;13;178;5248;65;
cluster_20ac_1err_4;20;1;4;0;11;1;178;5167;3;
cluster_20ac_1err_4;20;1;4;1;11;9;178;5167;3;
cluster_20ac_1err_4;20;1;4;2;11;4;178;5167;3;
cluster_20ac_1err_4;20;1;4;3;11;18;178;5167;3;
cluster_20ac_1err_4;20;1;4;4;11;9;178;5167;3;
cluster_20ac_1err_4;20;1;4;0;12;19;178;5140;6;
cluster_20ac_1err_4;20;1;4;1;12;13;178;12622;10;
cluster_20ac_1err_4;20;1;4;2;12;9;178;5140;6;
cluster_20ac_1err_4;20;1;4;3;12;17;178;7606;12;
cluster_20ac_1err_4;20;1;4;4;12;17;178;2688;44;
cluster_20ac_1err_4;20;1;4;0;13;16;178;10158;6;
cluster_20ac_1err_4;20;1;4;1;13;2;178;12591;44;
cluster_20ac_1err_4;20;1;4;2;13;7;178;15143;8;
cluster_20ac_1err_4;20;1;4;3;13;0;178;2648;17;
cluster_20ac_1err_4;20;1;4;4;13;2;178;12576;26;
cluster_20ac_1err_4;20;1;4;0;14;3;178;7672;2;
cluster_20ac_1err_4;20;1;4;1;14;15;178;2749;27;
cluster_20ac_1err_4;20;1;4;2;14;10;178;10151;57;
cluster_20ac_1err_4;20;1;4;3;14;6;178;5243;56;
cluster_20ac_1err_4;20;1;4;4;14;8;178;7672;2;
cluster_20ac_1err_4;20;1;4;0;15;19;178;2670;3;
cluster_20ac_1err_4;20;1;4;1;15;9;178;2670;3;
cluster_20ac_1err_4;20;1;4;2;15;2;178;10157;6;
cluster_20ac_1err_4;20;1;4;3;15;0;178;2670;3;
cluster_20ac_1err_4;20;1;4;4;15;16;178;2714;21;
cluster_20ac_1err_4;20;1;4;0;16;7;178;10159;6;
cluster_20ac_1err_4;20;1;4;1;16;9;178;2676;1;
cluster_20ac_1err_4;20;1;4;2;16;8;178;2676;1;
cluster_20ac_1err_4;20;1;4;3;16;8;178;2676;1;
cluster_20ac_1err_4;20;1;4;4;16;2;178;10163;5;
cluster_20ac_1err_4;20;1;4;0;17;19;178;339;59;
cluster_20ac_1err_4;20;1;4;1;17;4;178;2644;6;
cluster_20ac_1err_4;20;1;4;2;17;3;178;2644;6;
cluster_20ac_1err_4;20;1;4;3;17;13;178;2681;39;
cluster_20ac_1err_4;20;1;4;4;17;7;178;10127;10;
cluster_20ac_1err_4;20;1;4;0;18;14;178;294;31;
cluster_20ac_1err_4;20;1;4;1;18;2;178;7644;9;
cluster_20ac_1err_4;20;1;4;2;18;10;178;2676;1;
cluster_20ac_1err_4;20;1;4;3;18;2;178;7665;4;
cluster_20ac_1err_4;20;1;4;0;19;2;178;7652;7;
cluster_20ac_1err_5;20;1;5;1;0;14;218;324;28;
cluster_20ac_1err_5;20;1;5;0;1;7;218;5204;4;
cluster_20ac_1err_5;20;1;5;1;1;8;218;5204;4;
cluster_20ac_1err_5;20;1;5;2;1;2;218;5204;4;
cluster_20ac_1err_5;20;1;5;3;1;7;218;5204;4;
cluster_20ac_1err_5;20;1;5;4;1;9;218;10200;65;
cluster_20ac_1err_5;20;1;5;3;2;12;218;232;10;
cluster_20ac_1err_5;20;1;5;0;3;7;218;2741;52;
cluster_20ac_1err_5;20;1;5;1;3;1;218;7678;39;
cluster_20ac_1err_5;20;1;5;2;3;2;218;2768;62;
cluster_20ac_1err_5;20;1;5;3;3;8;218;5292;65;
cluster_20ac_1err_5;20;1;5;4;3;10;218;7745;60;
cluster_20ac_1err_5;20;1;5;0;4;17;218;7657;16;
cluster_20ac_1err_5;20;1;5;1;4;17;218;5176;10;
cluster_20ac_1err_5;20;1;5;2;4;8;218;2841;60;
cluster_20ac_1err_5;20;1;5;3;4;15;218;2860;74;
